order_id,order_date,warehouse_id,warehouse_city,warehouse_state,warehouse_region,product_category,unit_price,quantity,order_value,product_weight_kg,total_weight_kg,shipping_method,expected_delivery_date,actual_delivery_date,carrier,order_status,delivery_delay_days,shipping_cost,customer_satisfaction,inventory_level,reorder_point,stock_status,supplier,supplier_rating,lead_time_days,return_reason,distance_km,route_optimization_score,warehouse_lat,warehouse_lon
ORD-000098,2025-10-05,FC-MIA-05,Miami,FL,Southeast,Health & Personal Care,111.27,3,333.81,3.46,10.38,Standard (3-5 days),2025-10-08,2025-10-08,FedEx,Delivered,0.0,15.05,3.0,168,87,In Stock,Supplier-D,3.8,9,,1855.6,0.64,25.76,-80.19
ORD-000099,2026-05-31,FC-LAX-02,Los Angeles,CA,West,Office Products,270.16,5,1350.8,7.29,36.45,Standard (3-5 days),2026-06-05,,UPS,Cancelled,,56.8,,294,99,In Stock,Supplier-C,4.8,21,,1514.4,0.89,34.05,-118.24
ORD-000100,2025-11-28,FC-DEN-08,Denver,CO,West,Office Products,236.16,2,472.32,8.88,17.76,Standard (3-5 days),2025-12-01,2025-11-30,DHL,Delivered,-1.0,42.21,5.0,434,46,In Stock,Supplier-E,5.0,16,,184.2,0.74,39.73,-104.99
ORD-000101,2025-07-13,FC-DFW-04,Dallas,TX,South,Electronics,114.71,2,229.42,3.25,6.5,Two-Day,2025-07-15,2025-07-15,Amazon Logistics,Delivered,0.0,8.82,4.0,174,70,In Stock,Supplier-E,4.0,3,,2504.5,0.68,32.77,-96.79
ORD-000102,2025-10-10,FC-SEA-06,Seattle,WA,West,Office Products,270.58,4,1082.32,1.7,6.8,Standard (3-5 days),2025-10-15,,UPS,In Transit,,21.4,,274,62,In Stock,Supplier-D,4.5,16,,2787.0,0.62,47.6,-122.33
ORD-000103,2025-07-01,FC-MIA-05,Miami,FL,Southeast,Grocery,3.89,3,11.67,6.1,18.3,Standard (3-5 days),2025-07-04,2025-07-06,UPS,Delivered,2.0,49.78,3.0,76,55,In Stock,Supplier-A,3.3,15,,1898.2,0.94,25.76,-80.19
ORD-000104,2025-11-23,FC-ATL-07,Atlanta,GA,Southeast,Clothing,102.22,5,511.1,0.29,1.45,Same-Day,2025-11-23,,Amazon Logistics,Out for Delivery,,4.7,,44,83,Low Stock,Supplier-B,3.4,12,,687.6,0.72,33.75,-84.38
ORD-000105,2026-01-06,FC-LAX-02,Los Angeles,CA,West,Health & Personal Care,56.63,1,56.63,0.15,0.15,Standard (3-5 days),2026-01-09,,UPS,Pending,,2.92,,78,44,In Stock,Supplier-C,4.8,19,,965.6,0.73,34.05,-118.24
ORD-000106,2025-10-30,FC-LAX-02,Los Angeles,CA,West,Automotive,210.65,2,421.3,5.53,11.06,One-Day,2025-10-31,,Amazon Logistics,Cancelled,,15.73,,159,25,In Stock,Supplier-E,4.7,13,,1427.3,0.62,34.05,-118.24
ORD-000107,2025-07-18,FC-MIA-05,Miami,FL,Southeast,Electronics,280.76,5,1403.8,3.29,16.45,Standard (3-5 days),2025-07-23,2025-07-23,Amazon Logistics,Delivered,0.0,29.0,5.0,60,54,In Stock,Supplier-B,2.9,6,,95.0,0.85,25.76,-80.19
ORD-000108,2025-10-01,FC-LAX-02,Los Angeles,CA,West,Books,22.79,5,113.95,1.84,9.2,Two-Day,2025-10-03,,Amazon Logistics,Out for Delivery,,16.65,,125,41,In Stock,Supplier-A,3.3,13,,1644.7,0.62,34.05,-118.24
ORD-000109,2026-04-01,FC-NYC-01,New York,NY,Northeast,Office Products,226.48,1,226.48,3.32,3.32,Same-Day,2026-04-01,2026-04-01,Amazon Logistics,Delivered,0.0,9.72,4.0,428,77,In Stock,Supplier-E,3.4,13,,2461.5,0.89,40.71,-74.0
ORD-000110,2025-11-23,FC-LAX-02,Los Angeles,CA,West,Office Products,256.27,5,1281.35,6.53,32.65,Same-Day,2025-11-23,2025-11-23,Amazon Logistics,Delivered,0.0,76.77,4.0,240,49,In Stock,Supplier-B,2.9,11,,2742.9,0.76,34.05,-118.24
ORD-000111,2025-10-01,FC-SEA-06,Seattle,WA,West,Health & Personal Care,174.81,4,699.24,6.61,26.44,Two-Day,2025-10-03,2025-10-04,Amazon Logistics,Delivered,1.0,43.11,4.0,294,36,In Stock,Supplier-E,2.8,6,,1011.3,0.86,47.6,-122.33
ORD-000112,2026-05-16,FC-MIA-05,Miami,FL,Southeast,Automotive,116.64,4,466.56,1.03,4.12,Two-Day,2026-05-18,2026-05-21,UPS,Delivered,3.0,9.68,2.0,416,95,In Stock,Supplier-D,4.5,16,,1723.3,0.74,25.76,-80.19
ORD-000113,2026-02-25,FC-DFW-04,Dallas,TX,South,Clothing,42.65,1,42.65,0.6,0.6,Economy (5-8 days),2026-03-05,,Amazon Logistics,In Transit,,3.47,,49,76,Low Stock,Supplier-B,3.3,15,,255.3,0.64,32.77,-96.79
ORD-000114,2026-01-03,FC-ATL-07,Atlanta,GA,Southeast,Health & Personal Care,124.0,4,496.0,9.73,38.92,Two-Day,2026-01-05,2026-01-05,Amazon Logistics,Delivered,0.0,99.81,4.0,387,38,In Stock,Supplier-B,3.6,12,,1200.4,0.83,33.75,-84.38
ORD-000115,2026-05-10,FC-DFW-04,Dallas,TX,South,Books,52.34,3,157.02,2.25,6.75,Two-Day,2026-05-12,2026-05-13,USPS,Returned,1.0,21.58,,45,94,Low Stock,Supplier-A,4.0,19,Not as Described,426.3,0.72,32.77,-96.79
ORD-000116,2026-02-04,FC-SEA-06,Seattle,WA,West,Automotive,155.76,1,155.76,7.97,7.97,Same-Day,2026-02-04,2026-02-04,Amazon Logistics,Delivered,0.0,10.66,5.0,302,70,In Stock,Supplier-C,4.3,15,,1175.6,0.82,47.6,-122.33
ORD-000117,2025-08-27,FC-CHI-03,Chicago,IL,Midwest,Office Products,152.83,2,305.66,5.81,11.62,One-Day,2025-08-28,2025-08-31,FedEx,Delivered,3.0,29.54,3.0,36,22,In Stock,Supplier-B,4.3,18,,1990.9,0.99,41.87,-87.62
ORD-000118,2025-10-28,FC-CHI-03,Chicago,IL,Midwest,Home & Kitchen,291.76,2,583.52,3.33,6.66,Two-Day,2025-10-30,,USPS,In Transit,,21.53,,319,43,In Stock,Supplier-D,3.8,20,,2469.2,0.75,41.87,-87.62
ORD-000119,2025-08-25,FC-DFW-04,Dallas,TX,South,Clothing,11.45,4,45.8,0.63,2.52,Standard (3-5 days),2025-08-30,2025-08-30,FedEx,Delivered,0.0,7.03,4.0,187,24,In Stock,Supplier-A,3.9,14,,383.8,0.79,32.77,-96.79
ORD-000120,2025-10-19,FC-LAX-02,Los Angeles,CA,West,Clothing,33.15,5,165.75,1.33,6.65,Economy (5-8 days),2025-10-27,2025-10-27,UPS,Delivered,0.0,12.21,4.0,339,29,In Stock,Supplier-E,4.5,12,,1858.5,0.96,34.05,-118.24
ORD-000121,2026-03-29,FC-NYC-01,New York,NY,Northeast,Office Products,286.64,4,1146.56,9.41,37.64,Two-Day,2026-03-31,2026-04-05,UPS,Delayed,5.0,60.84,,18,96,Low Stock,Supplier-C,4.3,21,,818.3,0.85,40.71,-74.0
ORD-000122,2026-03-17,FC-CHI-03,Chicago,IL,Midwest,Grocery,38.91,1,38.91,9.16,9.16,Standard (3-5 days),2026-03-21,2026-03-21,Amazon Logistics,Delivered,0.0,27.2,5.0,67,98,Low Stock,Supplier-C,3.2,11,,91.9,0.64,41.87,-87.62
ORD-000123,2025-10-27,FC-CHI-03,Chicago,IL,Midwest,Grocery,93.05,2,186.1,0.25,0.5,Standard (3-5 days),2025-10-31,,Amazon Logistics,Out for Delivery,,3.47,,409,87,In Stock,Supplier-A,3.4,5,,2903.7,0.84,41.87,-87.62
ORD-000124,2026-04-10,FC-CHI-03,Chicago,IL,Midwest,Office Products,290.33,4,1161.32,4.34,17.36,Standard (3-5 days),2026-04-13,2026-04-13,FedEx,Delivered,0.0,48.98,5.0,135,34,In Stock,Supplier-A,2.9,15,,1454.9,0.79,41.87,-87.62
ORD-000125,2026-01-20,FC-DFW-04,Dallas,TX,South,Sports & Outdoors,257.37,4,1029.48,9.64,38.56,Two-Day,2026-01-22,2026-01-22,Amazon Logistics,Returned,0.0,92.89,,492,87,In Stock,Supplier-A,2.7,20,Changed Mind,2870.7,0.77,32.77,-96.79
ORD-000126,2026-04-09,FC-MIA-05,Miami,FL,Southeast,Health & Personal Care,121.68,3,365.04,3.02,9.06,One-Day,2026-04-10,2026-04-11,FedEx,Delivered,1.0,25.04,3.0,301,44,In Stock,Supplier-E,3.3,8,,974.1,0.6,25.76,-80.19
ORD-000127,2026-01-05,FC-NYC-01,New York,NY,Northeast,Home & Kitchen,133.6,1,133.6,12.84,12.84,Two-Day,2026-01-07,2026-01-08,FedEx,Delivered,1.0,21.42,5.0,317,31,In Stock,Supplier-A,4.8,9,,2853.9,0.86,40.71,-74.0
ORD-000128,2025-12-17,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,227.15,5,1135.75,2.96,14.8,Same-Day,2025-12-17,2025-12-18,Amazon Logistics,Returned,1.0,24.36,,239,29,In Stock,Supplier-D,4.8,11,Late Delivery,2092.1,0.87,34.05,-118.24
ORD-000129,2025-10-05,FC-SEA-06,Seattle,WA,West,Toys,140.73,2,281.46,7.5,15.0,Standard (3-5 days),2025-10-09,2025-10-08,Amazon Logistics,Delivered,-1.0,46.14,5.0,225,28,In Stock,Supplier-D,4.9,9,,1850.4,0.67,47.6,-122.33
ORD-000130,2025-08-24,FC-DEN-08,Denver,CO,West,Home & Kitchen,47.9,2,95.8,8.77,17.54,Two-Day,2025-08-26,2025-08-26,UPS,Delivered,0.0,28.61,5.0,36,93,Low Stock,Supplier-C,4.4,3,,2694.7,0.66,39.73,-104.99
ORD-000131,2026-03-02,FC-NYC-01,New York,NY,Northeast,Electronics,1188.21,4,4752.84,3.11,12.44,One-Day,2026-03-03,,USPS,In Transit,,27.52,,481,82,In Stock,Supplier-D,3.6,5,,1643.4,0.6,40.71,-74.0
ORD-000132,2026-02-22,FC-DEN-08,Denver,CO,West,Home & Kitchen,212.15,5,1060.75,2.53,12.65,Two-Day,2026-02-24,2026-02-24,FedEx,Delivered,0.0,39.39,5.0,273,63,In Stock,Supplier-A,4.6,12,,1961.0,0.67,39.73,-104.99
ORD-000133,2025-07-31,FC-NYC-01,New York,NY,Northeast,Sports & Outdoors,224.82,2,449.64,8.79,17.58,One-Day,2025-08-01,2025-07-31,UPS,Delivered,-1.0,42.07,4.0,71,24,In Stock,Supplier-B,2.6,21,,753.5,0.76,40.71,-74.0
ORD-000134,2025-07-09,FC-MIA-05,Miami,FL,Southeast,Office Products,213.72,5,1068.6,7.0,35.0,Economy (5-8 days),2025-07-14,2025-07-15,Amazon Logistics,Delivered,1.0,39.16,5.0,413,86,In Stock,Supplier-D,4.9,20,,489.4,0.83,25.76,-80.19
ORD-000135,2025-08-10,FC-LAX-02,Los Angeles,CA,West,Electronics,362.91,2,725.82,1.86,3.72,Two-Day,2025-08-12,,USPS,In Transit,,7.91,,332,36,In Stock,Supplier-A,2.9,4,,2718.8,0.93,34.05,-118.24
ORD-000136,2025-09-01,FC-LAX-02,Los Angeles,CA,West,Office Products,244.93,5,1224.65,8.11,40.55,One-Day,2025-09-02,2025-09-02,FedEx,Delivered,0.0,107.54,5.0,411,45,In Stock,Supplier-D,3.3,15,,1006.5,0.99,34.05,-118.24
ORD-000137,2026-05-02,FC-CHI-03,Chicago,IL,Midwest,Health & Personal Care,274.84,2,549.68,8.68,17.36,Standard (3-5 days),2026-05-07,2026-05-07,Amazon Logistics,Delivered,0.0,33.87,4.0,283,41,In Stock,Supplier-D,3.1,21,,170.1,0.64,41.87,-87.62
ORD-000138,2025-09-04,FC-ATL-07,Atlanta,GA,Southeast,Clothing,79.22,1,79.22,1.07,1.07,Standard (3-5 days),2025-09-07,2025-09-08,Amazon Logistics,Returned,1.0,4.82,,145,73,In Stock,Supplier-D,4.2,9,Defective,849.3,0.78,33.75,-84.38
ORD-000139,2026-05-29,FC-DFW-04,Dallas,TX,South,Clothing,100.29,5,501.45,1.62,8.1,Two-Day,2026-05-31,,FedEx,In Transit,,11.73,,423,58,In Stock,Supplier-C,3.5,20,,745.1,0.65,32.77,-96.79
ORD-000140,2026-01-17,FC-LAX-02,Los Angeles,CA,West,Grocery,80.19,3,240.57,7.05,21.15,Standard (3-5 days),2026-01-22,,UPS,In Transit,,31.78,,27,44,Low Stock,Supplier-A,4.5,18,,1517.7,0.66,34.05,-118.24
ORD-000141,2026-04-16,FC-NYC-01,New York,NY,Northeast,Electronics,415.52,3,1246.56,4.46,13.38,One-Day,2026-04-17,,Amazon Logistics,Pending,,36.05,,22,33,Low Stock,Supplier-A,4.8,8,,516.2,0.61,40.71,-74.0
ORD-000142,2025-07-17,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,46.65,2,93.3,5.95,11.9,Standard (3-5 days),2025-07-22,,UPS,Out for Delivery,,35.73,,117,34,In Stock,Supplier-C,3.1,10,,2226.4,0.95,34.05,-118.24
ORD-000143,2025-12-29,FC-ATL-07,Atlanta,GA,Southeast,Books,7.7,1,7.7,1.53,1.53,Standard (3-5 days),2026-01-02,2026-01-04,USPS,Delivered,2.0,5.39,2.0,69,78,Low Stock,Supplier-B,4.1,11,,646.5,0.65,33.75,-84.38
ORD-000144,2025-12-27,FC-NYC-01,New York,NY,Northeast,Toys,110.82,2,221.64,3.78,7.56,Same-Day,2025-12-27,2025-12-28,Amazon Logistics,Delivered,1.0,13.15,4.0,80,98,Low Stock,Supplier-B,3.9,20,,2572.3,0.63,40.71,-74.0
ORD-000145,2026-04-16,FC-DEN-08,Denver,CO,West,Books,49.31,5,246.55,0.86,4.3,Two-Day,2026-04-18,2026-04-20,Amazon Logistics,Delivered,2.0,8.8,2.0,113,95,In Stock,Supplier-B,4.8,3,,1282.4,0.62,39.73,-104.99
ORD-000146,2026-02-09,FC-DEN-08,Denver,CO,West,Automotive,20.83,1,20.83,0.4,0.4,Standard (3-5 days),2026-02-13,,FedEx,In Transit,,2.96,,253,50,In Stock,Supplier-A,3.9,3,,2094.8,0.76,39.73,-104.99
ORD-000147,2026-03-12,FC-DFW-04,Dallas,TX,South,Clothing,59.15,3,177.45,1.66,4.98,Two-Day,2026-03-14,,Amazon Logistics,In Transit,,8.92,,235,93,In Stock,Supplier-E,2.6,17,,1418.1,0.66,32.77,-96.79
ORD-000148,2025-10-21,FC-ATL-07,Atlanta,GA,Southeast,Clothing,82.16,3,246.48,0.34,1.02,Two-Day,2025-10-23,2025-10-25,USPS,Delivered,2.0,4.17,3.0,218,54,In Stock,Supplier-E,3.9,9,,2373.7,0.63,33.75,-84.38
ORD-000149,2026-03-25,FC-SEA-06,Seattle,WA,West,Electronics,270.75,5,1353.75,3.87,19.35,Standard (3-5 days),2026-03-30,2026-03-30,USPS,Delivered,0.0,45.52,5.0,89,91,Low Stock,Supplier-A,3.9,9,,458.3,0.73,47.6,-122.33
ORD-000150,2025-06-20,FC-LAX-02,Los Angeles,CA,West,Office Products,34.75,5,173.75,6.27,31.35,Standard (3-5 days),2025-06-25,,FedEx,Out for Delivery,,53.09,,459,54,In Stock,Supplier-E,4.2,11,,210.7,0.75,34.05,-118.24
ORD-000151,2026-05-29,FC-DEN-08,Denver,CO,West,Office Products,164.09,5,820.45,0.61,3.05,Two-Day,2026-05-31,,FedEx,In Transit,,8.74,,149,77,In Stock,Supplier-E,3.4,5,,605.6,0.95,39.73,-104.99
ORD-000152,2025-08-12,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,258.6,4,1034.4,8.34,33.36,Standard (3-5 days),2025-08-16,2025-08-17,Amazon Logistics,Delivered,1.0,68.3,3.0,266,100,In Stock,Supplier-A,3.2,20,,2798.6,0.79,34.05,-118.24
ORD-000153,2026-05-30,FC-ATL-07,Atlanta,GA,Southeast,Office Products,293.0,1,293.0,7.29,7.29,One-Day,2026-05-31,2026-06-02,USPS,Delivered,2.0,19.09,2.0,175,61,In Stock,Supplier-D,4.0,19,,2533.6,0.78,33.75,-84.38
ORD-000154,2026-03-16,FC-MIA-05,Miami,FL,Southeast,Grocery,34.33,2,68.66,5.21,10.42,Standard (3-5 days),2026-03-20,2026-03-20,FedEx,Delivered,0.0,18.63,4.0,75,65,In Stock,Supplier-C,3.6,8,,1875.0,0.66,25.76,-80.19
ORD-000155,2025-10-29,FC-MIA-05,Miami,FL,Southeast,Clothing,46.46,2,92.92,1.61,3.22,Standard (3-5 days),2025-11-03,2025-11-06,Amazon Logistics,Delivered,3.0,9.37,2.0,189,43,In Stock,Supplier-B,3.9,4,,2013.4,0.99,25.76,-80.19
ORD-000156,2026-05-09,FC-CHI-03,Chicago,IL,Midwest,Health & Personal Care,32.75,4,131.0,4.45,17.8,Two-Day,2026-05-11,2026-05-13,Amazon Logistics,Delivered,2.0,47.49,1.0,475,60,In Stock,Supplier-B,2.5,20,,2928.0,0.73,41.87,-87.62
ORD-000157,2025-12-06,FC-MIA-05,Miami,FL,Southeast,Office Products,289.17,3,867.51,0.35,1.05,Economy (5-8 days),2025-12-12,,FedEx,Out for Delivery,,5.48,,173,34,In Stock,Supplier-D,4.8,7,,2050.1,0.65,25.76,-80.19
ORD-000158,2025-08-11,FC-NYC-01,New York,NY,Northeast,Sports & Outdoors,211.83,5,1059.15,8.38,41.9,Standard (3-5 days),2025-08-15,2025-08-15,Amazon Logistics,Delivered,0.0,92.59,5.0,479,55,In Stock,Supplier-B,2.6,20,,2555.9,0.87,40.71,-74.0
ORD-000159,2025-11-12,FC-LAX-02,Los Angeles,CA,West,Automotive,60.26,4,241.04,4.15,16.6,One-Day,2025-11-13,2025-11-13,USPS,Delivered,0.0,47.35,5.0,190,21,In Stock,Supplier-C,3.4,12,,2933.7,0.95,34.05,-118.24
ORD-000160,2026-01-23,FC-LAX-02,Los Angeles,CA,West,Books,23.77,4,95.08,0.56,2.24,Standard (3-5 days),2026-01-27,,Amazon Logistics,Pending,,9.08,,217,73,In Stock,Supplier-B,4.6,5,,473.7,0.72,34.05,-118.24
ORD-000161,2025-09-03,FC-SEA-06,Seattle,WA,West,Home & Kitchen,288.69,5,1443.45,8.46,42.3,Standard (3-5 days),2025-09-06,2025-09-06,UPS,Returned,0.0,91.07,,363,92,In Stock,Supplier-B,3.0,15,Not as Described,1497.2,0.93,47.6,-122.33
ORD-000162,2026-02-02,FC-MIA-05,Miami,FL,Southeast,Grocery,30.15,3,90.45,6.64,19.92,Two-Day,2026-02-04,,Amazon Logistics,Pending,,27.88,,153,80,In Stock,Supplier-A,4.1,12,,1280.6,0.8,25.76,-80.19
ORD-000163,2025-06-16,FC-DFW-04,Dallas,TX,South,Electronics,889.41,1,889.41,4.78,4.78,Standard (3-5 days),2025-06-20,2025-06-20,UPS,Delivered,0.0,11.34,5.0,351,80,In Stock,Supplier-A,3.4,21,,101.8,0.7,32.77,-96.79
ORD-000164,2025-10-27,FC-NYC-01,New York,NY,Northeast,Clothing,94.86,3,284.58,1.15,3.45,Two-Day,2025-10-29,2025-10-29,Amazon Logistics,Delivered,0.0,10.29,3.0,24,57,Low Stock,Supplier-C,3.8,5,,1565.9,0.91,40.71,-74.0
ORD-000165,2026-02-26,FC-CHI-03,Chicago,IL,Midwest,Home & Kitchen,106.62,5,533.1,6.58,32.9,Standard (3-5 days),2026-03-03,,USPS,Pending,,80.06,,154,54,In Stock,Supplier-C,2.7,21,,1087.3,0.66,41.87,-87.62
ORD-000166,2025-09-14,FC-CHI-03,Chicago,IL,Midwest,Automotive,229.78,3,689.34,3.62,10.86,One-Day,2025-09-15,2025-09-15,Amazon Logistics,Returned,0.0,16.35,,113,44,In Stock,Supplier-E,4.0,19,Late Delivery,2152.0,0.88,41.87,-87.62
ORD-000167,2026-03-01,FC-LAX-02,Los Angeles,CA,West,Sports & Outdoors,43.66,4,174.64,0.24,0.96,Economy (5-8 days),2026-03-07,2026-03-07,USPS,Delivered,0.0,4.13,4.0,455,96,In Stock,Supplier-E,4.4,13,,558.0,0.72,34.05,-118.24
ORD-000168,2025-08-08,FC-LAX-02,Los Angeles,CA,West,Books,8.05,2,16.1,0.31,0.62,Economy (5-8 days),2025-08-14,2025-08-17,Amazon Logistics,Delivered,3.0,3.63,1.0,57,29,In Stock,Supplier-A,4.4,16,,175.4,0.64,34.05,-118.24
ORD-000169,2026-05-01,FC-NYC-01,New York,NY,Northeast,Office Products,214.06,1,214.06,8.57,8.57,Standard (3-5 days),2026-05-04,2026-05-03,Amazon Logistics,Delivered,-1.0,12.89,4.0,300,45,In Stock,Supplier-B,4.2,3,,317.8,0.94,40.71,-74.0
ORD-000170,2025-11-14,FC-MIA-05,Miami,FL,Southeast,Grocery,12.49,3,37.47,4.79,14.37,Standard (3-5 days),2025-11-19,2025-11-20,UPS,Delivered,1.0,38.67,4.0,366,44,In Stock,Supplier-C,2.9,20,,62.8,0.89,25.76,-80.19
ORD-000171,2026-05-08,FC-DFW-04,Dallas,TX,South,Automotive,147.31,4,589.24,4.97,19.88,One-Day,2026-05-09,2026-05-11,UPS,Delayed,2.0,35.97,,194,74,In Stock,Supplier-B,3.8,16,,382.9,0.99,32.77,-96.79
ORD-000172,2026-03-01,FC-LAX-02,Los Angeles,CA,West,Office Products,135.82,1,135.82,1.81,1.81,Two-Day,2026-03-03,,FedEx,In Transit,,4.39,,167,83,In Stock,Supplier-A,3.5,17,,1821.1,0.72,34.05,-118.24
ORD-000173,2026-04-22,FC-DEN-08,Denver,CO,West,Books,51.19,5,255.95,1.12,5.6,Two-Day,2026-04-24,2026-04-25,USPS,Returned,1.0,18.6,,188,42,In Stock,Supplier-A,5.0,18,Changed Mind,1219.3,0.81,39.73,-104.99
ORD-000174,2025-09-24,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,27.67,2,55.34,9.71,19.42,Two-Day,2025-09-26,2025-09-26,FedEx,Returned,0.0,35.55,,101,63,In Stock,Supplier-B,4.0,15,Defective,2522.4,0.89,34.05,-118.24
ORD-000175,2025-09-01,FC-MIA-05,Miami,FL,Southeast,Grocery,63.71,5,318.55,3.81,19.05,One-Day,2025-09-02,,Amazon Logistics,In Transit,,57.71,,248,85,In Stock,Supplier-C,2.9,17,,368.7,0.7,25.76,-80.19
ORD-000176,2025-12-23,FC-DEN-08,Denver,CO,West,Books,69.24,2,138.48,1.36,2.72,Same-Day,2025-12-23,,Amazon Logistics,Cancelled,,7.88,,13,42,Low Stock,Supplier-D,4.0,13,,500.6,0.85,39.73,-104.99
ORD-000177,2025-09-05,FC-LAX-02,Los Angeles,CA,West,Home & Kitchen,73.54,5,367.7,10.05,50.25,Standard (3-5 days),2025-09-09,2025-09-09,Amazon Logistics,Delivered,0.0,106.35,4.0,276,89,In Stock,Supplier-A,4.9,4,,2972.6,0.95,34.05,-118.24
ORD-000178,2026-03-18,FC-LAX-02,Los Angeles,CA,West,Sports & Outdoors,196.3,4,785.2,0.8,3.2,One-Day,2026-03-19,2026-03-19,UPS,Delivered,0.0,11.19,5.0,361,41,In Stock,Supplier-D,3.6,12,,2161.4,0.79,34.05,-118.24
ORD-000179,2026-03-13,FC-LAX-02,Los Angeles,CA,West,Grocery,59.82,4,239.28,0.36,1.44,Two-Day,2026-03-15,,UPS,Cancelled,,5.37,,200,53,In Stock,Supplier-D,4.0,15,,1870.0,0.74,34.05,-118.24
ORD-000180,2025-06-15,FC-MIA-05,Miami,FL,Southeast,Health & Personal Care,176.89,1,176.89,9.41,9.41,Same-Day,2025-06-15,,Amazon Logistics,Cancelled,,18.23,,379,94,In Stock,Supplier-A,4.4,13,,1172.7,0.77,25.76,-80.19
ORD-000181,2026-04-17,FC-SEA-06,Seattle,WA,West,Sports & Outdoors,196.55,3,589.65,3.94,11.82,Same-Day,2026-04-17,2026-04-17,Amazon Logistics,Delivered,0.0,15.9,4.0,444,59,In Stock,Supplier-A,3.3,3,,1638.3,0.61,47.6,-122.33
ORD-000182,2025-11-27,FC-ATL-07,Atlanta,GA,Southeast,Grocery,55.92,5,279.6,4.64,23.2,Standard (3-5 days),2025-12-01,,FedEx,In Transit,,71.43,,193,93,In Stock,Supplier-D,3.3,6,,2434.6,0.64,33.75,-84.38
ORD-000183,2026-02-20,FC-DFW-04,Dallas,TX,South,Health & Personal Care,121.97,4,487.88,9.42,37.68,Two-Day,2026-02-22,2026-02-25,Amazon Logistics,Delivered,3.0,54.18,2.0,498,29,In Stock,Supplier-E,3.0,11,,190.2,1.0,32.77,-96.79
ORD-000184,2025-06-24,FC-ATL-07,Atlanta,GA,Southeast,Books,72.9,5,364.5,2.41,12.05,Two-Day,2025-06-26,2025-06-26,UPS,Delivered,0.0,27.12,5.0,177,29,In Stock,Supplier-C,3.8,12,,1327.1,0.82,33.75,-84.38
ORD-000185,2025-08-11,FC-DFW-04,Dallas,TX,South,Sports & Outdoors,30.11,4,120.44,2.04,8.16,Two-Day,2025-08-13,2025-08-15,FedEx,Delivered,2.0,20.78,2.0,95,93,In Stock,Supplier-D,3.0,17,,840.4,0.86,32.77,-96.79
ORD-000186,2025-12-17,FC-ATL-07,Atlanta,GA,Southeast,Grocery,4.77,1,4.77,1.1,1.1,Standard (3-5 days),2025-12-21,2025-12-22,Amazon Logistics,Delivered,1.0,4.23,4.0,163,28,In Stock,Supplier-B,4.6,11,,2479.9,0.86,33.75,-84.38
ORD-000187,2025-11-19,FC-MIA-05,Miami,FL,Southeast,Grocery,69.25,2,138.5,1.03,2.06,Two-Day,2025-11-21,2025-11-22,Amazon Logistics,Delivered,1.0,6.43,4.0,223,74,In Stock,Supplier-A,3.0,11,,452.5,0.7,25.76,-80.19
ORD-000188,2025-10-15,FC-MIA-05,Miami,FL,Southeast,Automotive,102.5,2,205.0,0.8,1.6,Two-Day,2025-10-17,2025-10-19,FedEx,Delivered,2.0,5.06,3.0,32,72,Low Stock,Supplier-C,4.2,5,,1220.8,0.94,25.76,-80.19
ORD-000189,2025-07-14,FC-CHI-03,Chicago,IL,Midwest,Books,6.75,1,6.75,2.14,2.14,Standard (3-5 days),2025-07-19,,UPS,Pending,,8.7,,476,87,In Stock,Supplier-C,3.7,5,,752.3,0.65,41.87,-87.62
ORD-000190,2025-10-16,FC-SEA-06,Seattle,WA,West,Health & Personal Care,91.74,5,458.7,8.16,40.8,Two-Day,2025-10-18,2025-10-18,USPS,Delivered,0.0,59.49,5.0,209,52,In Stock,Supplier-E,2.6,20,,1155.4,0.98,47.6,-122.33
ORD-000191,2026-04-01,FC-SEA-06,Seattle,WA,West,Automotive,212.05,4,848.2,1.27,5.08,Two-Day,2026-04-03,2026-04-03,USPS,Returned,0.0,14.79,,420,59,In Stock,Supplier-A,4.1,4,Late Delivery,2003.6,0.98,47.6,-122.33
ORD-000192,2025-07-25,FC-DFW-04,Dallas,TX,South,Toys,176.11,5,880.55,5.07,25.35,One-Day,2025-07-26,,USPS,In Transit,,54.5,,121,76,In Stock,Supplier-D,2.5,15,,2786.1,0.97,32.77,-96.79
ORD-000193,2025-07-28,FC-MIA-05,Miami,FL,Southeast,Home & Kitchen,323.36,2,646.72,11.16,22.32,One-Day,2025-07-29,,UPS,Cancelled,,58.84,,208,24,In Stock,Supplier-C,4.7,18,,1439.7,0.77,25.76,-80.19
ORD-000194,2026-02-18,FC-SEA-06,Seattle,WA,West,Sports & Outdoors,61.46,1,61.46,2.89,2.89,Standard (3-5 days),2026-02-23,2026-02-23,UPS,Delivered,0.0,10.07,4.0,232,23,In Stock,Supplier-A,4.1,8,,1909.0,0.92,47.6,-122.33
ORD-000195,2025-07-20,FC-CHI-03,Chicago,IL,Midwest,Electronics,971.1,4,3884.4,3.78,15.12,One-Day,2025-07-21,2025-07-21,UPS,Delivered,0.0,39.02,4.0,332,36,In Stock,Supplier-E,4.2,13,,1381.9,0.95,41.87,-87.62
